"No.","Time","Source","Destination","Protocol","Length","Info"
"434","5.393356","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"435","5.394024","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"436","5.394762","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"437","5.395489","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"438","5.396769","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"439","5.397014","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"440","5.397424","172.217.28.206","10.40.3.139","TLSv1.3","25470","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"441","5.397424","172.217.28.206","10.40.3.139","TLSv1.3","1222","Application Data"
"442","5.397424","172.217.28.206","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"443","5.397476","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"444","5.398790","172.217.28.206","10.40.3.139","TLSv1.3","15586","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"445","5.399128","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"446","5.399227","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"447","5.399355","10.40.3.139","172.217.28.206","TLSv1.3","93","Application Data"
"448","5.400749","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"449","5.401448","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"450","5.401603","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"451","5.401801","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"452","5.402163","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"453","5.402556","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"454","5.402859","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"455","5.403411","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"456","5.404070","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"457","5.405485","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=413496 Ack=15218 Win=258048 Len=0"
"458","5.405485","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"459","5.405541","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16447 Ack=414908 Win=131072 Len=0"
"460","5.425005","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=414908 Ack=15323 Win=258048 Len=0"
"461","5.425005","172.217.28.206","10.40.3.139","TLSv1.3","38178","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"462","5.425118","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16447 Ack=453032 Win=131072 Len=0"
"463","5.426132","172.217.28.206","10.40.3.139","TLSv1.3","41002","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"464","5.426233","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16447 Ack=493980 Win=131072 Len=0"
"465","5.426991","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"466","5.427336","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"467","5.430103","172.217.28.206","10.40.3.139","TLSv1.3","29706","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"468","5.430209","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16517 Ack=523632 Win=262400 Len=0"
"469","5.430473","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"470","5.430854","172.217.28.206","10.40.3.139","TLSv1.3","14174","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"471","5.430916","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16552 Ack=537752 Win=262400 Len=0"
"472","5.435838","172.217.28.206","10.40.3.139","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"473","5.435838","172.217.28.206","10.40.3.139","TLSv1.3","1222","Application Data"
"474","5.435936","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16552 Ack=545980 Win=262400 Len=0"
"475","5.439361","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"476","5.439614","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"477","5.440005","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"478","5.440834","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"479","5.441154","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"480","5.442734","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"481","5.443793","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"482","5.444106","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"483","5.444263","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"484","5.444424","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"485","5.444601","172.217.28.206","10.40.3.139","TLSv1.3","31118","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"486","5.444634","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"487","5.444667","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=16937 Ack=577044 Win=262400 Len=0"
"488","5.445080","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"489","5.445595","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"490","5.445932","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"491","5.447184","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"492","5.447693","10.40.3.139","172.217.28.206","TLSv1.3","89","Application Data"
"493","5.449478","172.217.28.206","10.40.3.139","TLSv1.3","45238","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"494","5.452308","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"495","5.452308","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"496","5.452308","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"497","5.452308","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"498","5.452308","172.217.28.206","10.40.3.139","TLSv1.3","28294","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"499","5.454993","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=656116 Win=525056 Len=0"
"500","5.456018","172.217.28.206","10.40.3.139","TLSv1.3","36766","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"501","5.456101","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=692828 Win=525056 Len=0"
"502","5.472874","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"503","5.472874","172.217.28.206","10.40.3.139","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"504","5.472874","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=764840 Ack=16622 Win=257536 Len=0"
"505","5.472874","172.217.28.206","10.40.3.139","TLSv1.3","31118","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"506","5.472874","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=795904 Ack=16762 Win=257536 Len=0"
"507","5.472874","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=795904 Ack=16902 Win=257536 Len=0"
"508","5.472874","172.217.28.206","10.40.3.139","TLSv1.3","16998","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"509","5.472874","172.217.28.206","10.40.3.139","TCP","60","443  >  62706 [ACK] Seq=812848 Ack=17112 Win=257536 Len=0"
"510","5.472874","172.217.28.206","10.40.3.139","TLSv1.3","11350","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"511","5.473104","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=824144 Win=525056 Len=0"
"512","5.488679","172.217.28.206","10.40.3.139","TLSv1.3","28294","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"513","5.488758","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=852384 Win=525056 Len=0"
"514","5.507339","172.217.28.206","10.40.3.139","TLSv1.3","46650","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"515","5.507452","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=898980 Win=525056 Len=0"
"516","5.513195","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"517","5.513195","172.217.28.206","10.40.3.139","TLSv1.3","15586","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"518","5.513337","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=979464 Win=525056 Len=0"
"519","5.519721","172.217.28.206","10.40.3.139","TLSv1.3","56534","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"520","5.519797","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1035944 Win=525056 Len=0"
"521","5.521328","172.217.28.206","10.40.3.139","TLSv1.3","28294","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"522","5.521402","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1064184 Win=525056 Len=0"
"523","5.524419","172.217.28.206","10.40.3.139","TLSv1.3","21234","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"524","5.524488","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1085364 Win=525056 Len=0"
"525","5.527227","172.217.28.206","10.40.3.139","TLSv1.3","28294","Application Data"
"526","5.527295","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1113604 Win=525056 Len=0"
"527","5.529196","172.217.28.206","10.40.3.139","TLSv1.3","21234","Application Data, Application Data, Application Data, Application Data"
"528","5.529267","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1134784 Win=525056 Len=0"
"529","5.533092","172.217.28.206","10.40.3.139","TLSv1.3","28294","Application Data, Application Data, Application Data"
"530","5.533181","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1163024 Win=525056 Len=0"
"531","5.535805","172.217.28.206","10.40.3.139","TLSv1.3","21234","Application Data, Application Data, Application Data, Application Data"
"532","5.535882","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1184204 Win=525056 Len=0"
"533","5.539974","172.217.28.206","10.40.3.139","TLSv1.3","24058","Application Data"
"534","5.540047","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1208208 Win=525056 Len=0"
"535","5.542673","172.217.28.206","10.40.3.139","TLSv1.3","15586","Application Data, Application Data, Application Data"
"536","5.542725","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1223740 Win=525056 Len=0"
"537","5.545299","172.217.28.206","10.40.3.139","TLSv1.3","24058","Application Data"
"538","5.545442","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1247744 Win=525056 Len=0"
"539","5.547179","172.217.28.206","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"540","5.547266","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1251980 Win=525056 Len=0"
"541","5.552142","172.217.28.206","10.40.3.139","TLSv1.3","45238","Application Data, Application Data, Application Data, Application Data"
"542","5.552219","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1297164 Win=525056 Len=0"
"543","5.563324","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"544","5.563324","172.217.28.206","10.40.3.139","TLSv1.3","12762","Application Data"
"545","5.563436","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1374824 Win=525056 Len=0"
"546","5.569970","172.217.28.206","10.40.3.139","TLSv1.3","48062","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"547","5.570425","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1422832 Win=525056 Len=0"
"548","5.575735","172.217.28.206","10.40.3.139","TLSv1.3","48062","Application Data, Application Data, Application Data, Application Data, Application Data"
"549","5.575820","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1470840 Win=525056 Len=0"
"550","5.582170","172.217.28.206","10.40.3.139","TLSv1.3","45238","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"551","5.582277","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1516024 Win=525056 Len=0"
"552","5.591823","172.217.28.206","10.40.3.139","TLSv1.3","49474","Application Data, Application Data, Application Data, Application Data, Application Data"
"553","5.591921","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1565444 Win=525056 Len=0"
"554","5.595176","172.217.28.206","10.40.3.139","TLSv1.3","35354","Application Data, Application Data, Application Data, Application Data"
"555","5.595298","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1600744 Win=525056 Len=0"
"556","5.611381","172.217.28.206","10.40.3.139","TLSv1.3","36766","Application Data, Application Data, Application Data, Application Data"
"557","5.611381","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=1637456 Ack=17112 Win=257536 Len=1412 [TCP PDU reassembled in 561]"
"558","5.611381","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=1638868 Ack=17112 Win=257536 Len=1412 [TCP PDU reassembled in 561]"
"559","5.611381","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=1640280 Ack=17112 Win=257536 Len=1412 [TCP PDU reassembled in 561]"
"560","5.611381","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [PSH, ACK] Seq=1641692 Ack=17112 Win=257536 Len=1412 [TCP PDU reassembled in 561]"
"561","5.611381","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"562","5.611381","172.217.28.206","10.40.3.139","TLSv1.3","15586","Application Data"
"563","5.611683","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17112 Ack=1723588 Win=525056 Len=0"
"564","5.612032","10.40.3.139","172.217.28.206","TLSv1.3","93","Application Data"
"565","5.612276","172.217.28.206","10.40.3.139","TLSv1.3","18410","Application Data"
"566","5.612334","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1741944 Win=525056 Len=0"
"567","5.615348","172.217.28.206","10.40.3.139","TLSv1.3","7114","Application Data"
"568","5.615452","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1749004 Win=525056 Len=0"
"569","5.645093","10.40.3.139","3.33.252.61","TCP","733","58335  >  80 [PSH, ACK] Seq=1 Ack=1 Win=510 Len=679"
"570","5.653932","172.217.28.206","10.40.3.139","TLSv1.3","29706","Application Data, Application Data, Application Data"
"571","5.654008","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1778656 Win=525056 Len=0"
"572","5.654232","172.217.28.206","10.40.3.139","TCP","8526","443  >  62706 [PSH, ACK] Seq=1778656 Ack=17112 Win=257536 Len=8472 [TCP PDU reassembled in 574]"
"573","5.654263","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1787128 Win=525056 Len=0"
"574","5.659427","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"575","5.659427","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=1852080 Ack=17112 Win=257536 Len=1412 [TCP PDU reassembled in 577]"
"576","5.659531","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1853492 Win=525056 Len=0"
"577","5.671128","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"578","5.671128","172.217.28.206","10.40.3.139","TLSv1.3","46650","Application Data, Application Data, Application Data, Application Data, Application Data"
"579","5.671278","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1965040 Win=525056 Len=0"
"580","5.672144","172.217.28.206","10.40.3.139","TLSv1.3","24058","Application Data, Application Data, Application Data"
"581","5.672144","3.33.252.61","10.40.3.139","TCP","60","80  >  58335 [ACK] Seq=1 Ack=680 Win=2016 Len=0"
"582","5.672144","172.217.28.206","10.40.3.139","TCP","4290","443  >  62706 [ACK] Seq=1989044 Ack=17112 Win=257536 Len=4236 [TCP PDU reassembled in 584]"
"583","5.672226","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=1993280 Win=525056 Len=0"
"584","5.677668","172.217.28.206","10.40.3.139","TLSv1.3","22646","Application Data, Application Data, Application Data, Application Data"
"585","5.677752","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2015872 Win=525056 Len=0"
"586","5.690123","172.217.28.206","10.40.3.139","TLSv1.3","65006","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"587","5.690123","172.217.28.206","10.40.3.139","TLSv1.3","63594","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"588","5.690257","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2144364 Win=1050368 Len=0"
"589","5.691838","172.217.28.206","10.40.3.139","TLSv1.3","7114","Application Data"
"590","5.691879","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2151424 Win=1050368 Len=0"
"591","5.694055","172.217.28.206","10.40.3.139","TLSv1.3","21234","Application Data, Application Data"
"592","5.694120","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2172604 Win=1050368 Len=0"
"593","5.696306","172.217.28.206","10.40.3.139","TLSv1.3","14174","Application Data"
"594","5.696402","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2186724 Win=1050368 Len=0"
"595","5.697119","172.217.28.206","10.40.3.139","TLSv1.3","7114","Application Data"
"596","5.697172","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2193784 Win=1050368 Len=0"
"597","5.699931","172.217.28.206","10.40.3.139","TLSv1.3","18410","Application Data, Application Data"
"598","5.700007","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2212140 Win=1050368 Len=0"
"599","5.701581","172.217.28.206","10.40.3.139","TLSv1.3","16998","Application Data"
"600","5.701645","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2229084 Win=1050368 Len=0"
"601","5.705867","172.217.28.206","10.40.3.139","TLSv1.3","21234","Application Data"
"602","5.705937","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2250264 Win=1050368 Len=0"
"603","5.719777","172.217.28.206","10.40.3.139","TLSv1.3","48062","Application Data, Application Data, Application Data, Application Data"
"604","5.719777","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [PSH, ACK] Seq=2298272 Ack=17151 Win=257536 Len=1412 [TCP PDU reassembled in 606]"
"605","5.719777","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=2299684 Ack=17151 Win=257536 Len=1412 [TCP PDU reassembled in 606]"
"606","5.719777","172.217.28.206","10.40.3.139","TLSv1.3","1466","Application Data"
"607","5.719891","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2302508 Win=1050368 Len=0"
"608","5.723287","10.40.3.139","10.40.0.2","DNS","74","Standard query 0xef25 A www.google.com"
"609","5.724403","172.217.28.206","10.40.3.139","TCP","1466","443  >  62706 [ACK] Seq=2302508 Ack=17151 Win=257536 Len=1412 [TCP PDU reassembled in 610]"
"610","5.724403","172.217.28.206","10.40.3.139","TLSv1.3","52298","Application Data, Application Data, Application Data, Application Data"
"611","5.724501","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2356164 Win=1050368 Len=0"
"612","5.729215","172.217.28.206","10.40.3.139","TLSv1.3","5702","Application Data, Application Data"
"613","5.729215","10.40.0.2","10.40.3.139","DNS","338","Standard query response 0xef25 A www.google.com A 172.217.28.164 NS ns4.google.com NS ns2.google.com NS ns1.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"614","5.729215","172.217.28.206","10.40.3.139","TLSv1.3","1412","Application Data, Application Data, Application Data"
"615","5.729298","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2361812 Win=1050368 Len=0"
"616","5.731262","10.40.3.139","10.40.0.2","DNS","74","Standard query 0xdaa1 AAAA www.google.com"
"617","5.736311","10.40.0.2","10.40.3.139","DNS","350","Standard query response 0xdaa1 AAAA www.google.com AAAA 2800:3f0:4001:845::2004 NS ns1.google.com NS ns4.google.com NS ns2.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"618","5.740563","10.40.3.139","10.40.0.2","DNS","93","Standard query 0xe394 A rr3---sn-q4flrnee.googlevideo.com"
"619","5.744916","10.40.3.139","172.217.28.164","TCP","66","62710  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"620","5.766769","10.40.3.139","200.134.21.24","DNS","93","Standard query 0xe394 A rr3---sn-q4flrnee.googlevideo.com"
"621","5.767130","172.217.28.164","10.40.3.139","TCP","66","443  >  62710 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"622","5.767155","10.40.3.139","172.217.28.164","TCP","54","62710  >  443 [RST] Seq=1 Win=0 Len=0"
"623","5.782330","10.40.3.139","172.217.28.206","TCP","54","62706  >  443 [ACK] Seq=17151 Ack=2363170 Win=1049088 Len=0"
"624","5.850277","3.33.252.61","10.40.3.139","TCP","99","80  >  58335 [PSH, ACK] Seq=1 Ack=680 Win=2016 Len=45"
"625","5.876104","10.40.0.2","10.40.3.139","DNS","394","Standard query response 0xe394 A rr3---sn-q4flrnee.googlevideo.com CNAME rr3.sn-q4flrnee.googlevideo.com A 209.85.165.200 NS ns3.google.com NS ns4.google.com NS ns2.google.com NS ns1.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"626","5.877627","10.40.3.139","10.40.0.2","DNS","91","Standard query 0x5f58 A rr3.sn-q4flrnee.googlevideo.com"
